ds,y,y_next,nhits_h1,nhits_h2,nhits_h3,nhits_h4,nhits_h5,vol_garch,macd,rsi,precio_min_ventana,precio_max_ventana,copper_ret_1d,copper_mom_5d,dias_desde_refit
2020-12-07,743.4000244140625,744.7000122070312,751.7786,750.6515,750.07776,749.4335,751.5877,0.006865975289010237,-1.3000030232420494,31.655893053893166,743.4000244140625,803.5999755859375,-0.0015663484164623479,0.02572724984573018,1
2020-12-08,744.7000122070312,744.4000244140625,750.6515,750.07776,749.4335,751.5877,751.8108,0.0066581027375259404,-1.6178821416579643,34.89935360188758,743.4000244140625,803.5999755859375,-0.00414142427707529,0.007497123233670974,2
2020-12-09,744.4000244140625,742.7000122070312,750.07776,749.4335,751.5877,751.8108,751.54736,0.006447027360039249,-1.7164425753819668,37.81822862856375,743.4000244140625,803.5999755859375,0.0039988454471531765,0.009496400942806571,3
2020-12-10,742.7000122070312,734.2999877929688,749.4335,751.5877,751.8108,751.54736,751.35724,0.00627489055808769,-1.757805773214118,35.66309498287079,742.7000122070312,803.5999755859375,0.01765956801103442,0.02630060449627686,4
2020-12-11,734.2999877929688,733.7999877929688,751.5877,751.8108,751.54736,751.35724,750.0295,0.00678278766229047,-2.184723256182009,25.168929019912696,734.2999877929688,803.5999755859375,-0.013108925112561077,0.002845757153371549,5
2020-12-14,733.7999877929688,734.9000244140625,736.0654,735.70624,735.0991,736.1331,737.09375,0.00656879550861741,-2.3217784473073255,10.400011718735698,733.7999877929688,803.5999755859375,-0.0005676568532849705,0.0038477910283128596,1
2020-12-15,734.9000244140625,735.7000122070312,735.70624,735.0991,736.1331,737.09375,739.2991,0.006369646198286566,-2.1625665079698493,12.35302213419341,733.7999877929688,803.5999755859375,0.004532594732826386,0.012593059330743893,2
2020-12-16,735.7000122070312,733.7000122070312,735.0991,736.1331,737.09375,739.2991,739.51556,0.006173306690791004,-1.8402257125802235,16.588851684739524,733.7999877929688,803.5999755859375,0.004512075897879891,0.013112886307093197,3
2020-12-17,733.7000122070312,721.4000244140625,736.1331,737.09375,739.2991,739.51556,738.31384,0.006025961950951057,-1.6070309807122287,12.93309539516342,733.7000122070312,803.5999755859375,0.012026430542292521,0.00742192617644431,4
2020-12-18,721.4000244140625,724.7999877929688,737.09375,739.2991,739.51556,738.31384,741.03125,0.007342660350203862,-2.0955941372175317,6.015059159344176,721.4000244140625,803.5999755859375,0.008719203163225152,0.029653818787127317,5
2020-12-21,724.7999877929688,725.0999755859375,719.6788,718.72424,716.8847,715.9252,715.9045,0.007203608760129677,-2.0042193786308538,13.252966272552683,721.4000244140625,803.5999755859375,-0.015413769301266707,0.014480374434948994,1
2020-12-22,725.0999755859375,722.2000122070312,718.72424,716.8847,715.9252,715.9045,716.41595,0.006971271271509792,-1.7474059643741295,14.315291221565431,721.4000244140625,803.5999755859375,-0.015512951902100029,-0.005652973075548363,2
2020-12-23,722.2000122070312,713.5999755859375,716.8847,715.9252,715.9045,716.41595,717.5064,0.006834126223630506,-1.6005921058252088,14.649630354354443,721.4000244140625,803.5999755859375,0.00961822368998747,-0.0005627054297451403,3
2020-12-24,713.5999755859375,714.2999877929688,715.9252,715.9045,716.41595,717.5064,718.3899,0.007333667467197072,-1.8905373475422795,13.717641005977327,713.5999755859375,803.5999755859375,0.002249690773362123,-0.010286333630522511,4
2020-12-25,714.2999877929688,714.2999877929688,715.9045,716.41595,717.5064,718.3899,718.6909,0.007099462559593749,-1.8412190165609221,17.155705824243512,713.5999755859375,803.5999755859375,0.0,-0.01887833602031982,5
2020-12-28,714.2999877929688,711.5,719.166,722.7723,723.5907,727.45416,730.45306,0.006871460324500864,-1.622318832362108,14.651134402252907,713.5999755859375,803.5999755859375,0.0028050483012747717,-0.0008396364453597725,1
