ds,y,y_next,nhits_h1,nhits_h2,nhits_h3,vol_garch,macd,rsi,precio_min_ventana,precio_max_ventana,copper_ret_1d,copper_mom_5d,dias_desde_refit
2021-01-11,703.3304443359375,719.0,699.7169,698.7957,697.15344,0.009233451688142531,0.37279531942532174,32.93108728943339,695.4000244140625,787.0999755859375,-0.030261423589353787,0.003095952171877183,4
2021-01-12,719.0,724.5,698.7957,697.15344,695.62756,0.010645828080863307,1.6149472817109096,47.9095578449096,695.4000244140625,785.5,0.011438296923926266,-0.00975142121178066,5
2021-01-13,724.5,737.2999877929688,712.8353,715.22406,718.6478,0.010464475828966589,2.7650856593641144,57.42113285450946,695.4000244140625,782.5,0.003323205417966472,-0.009041093563939735,1
2021-01-14,737.2999877929688,726.0,715.22406,718.6478,717.738,0.011109179980080203,4.256825527806733,63.44415015069869,695.4000244140625,778.2999877929688,0.014001568268525182,-0.007441459866258496,2
2021-01-15,726.0,723.4689331054688,718.6478,717.738,716.8505,0.01150091219455099,4.336768817466117,56.040957739483716,695.4000244140625,775.2000122070312,-0.017879738594029113,-0.0191915432830798,3
2021-01-18,723.4689331054688,733.5,717.738,716.8505,715.1017,0.011138604660798863,4.07736227581208,56.197016189431835,695.4000244140625,774.7999877929688,0.0,0.010942770909641162,4
2021-01-19,733.5,736.7999877929688,716.8505,715.1017,718.27704,0.01134396408989216,4.411249251342703,59.01151374931395,695.4000244140625,773.4000244140625,0.009117342638361609,0.008599139735508151,5
2021-01-20,736.7999877929688,721.5999755859375,737.8615,740.537,741.11896,0.0110084397155313,4.659882329878457,62.57295434846882,695.4000244140625,773.4000244140625,0.0031578581146133864,0.0084323843742432,1
2021-01-21,721.5999755859375,716.9000244140625,740.537,741.11896,739.6551,0.012004924863741256,3.6507985655428685,54.965694189698326,695.4000244140625,773.4000244140625,0.0021908531376899996,-0.0034078647061656746,2
2021-01-22,716.9000244140625,727.0999755859375,741.11896,739.6551,738.9575,0.011718920691663354,2.5680685452732726,52.839490544408584,695.4000244140625,773.4000244140625,-0.005486224494399296,0.009020269020598558,3
2021-01-25,727.0999755859375,732.5,739.6551,738.9575,737.41376,0.011904181167126266,2.440960786346212,59.282786915143355,695.4000244140625,773.4000244140625,0.0013744131974424212,0.010408033257109529,4
2021-01-26,732.5,732.7000122070312,738.9575,737.41376,732.3747,0.011648137893448636,2.6075981905403998,65.14271137156973,695.4000244140625,773.4000244140625,-0.0034395156780045112,-0.0022001917446712693,5
2021-01-27,732.7000122070312,738.2000122070312,730.0319,727.69086,727.15015,0.011243674742776854,2.611818089491282,65.02853029610023,695.4000244140625,773.4000244140625,-0.015695844799481936,-0.020836182154799314,1
2021-01-28,738.2000122070312,735.5,727.69086,727.15015,728.4311,0.011027245222086278,2.8462966060964296,61.63511113987051,695.4000244140625,773.4000244140625,0.0032147296487249717,-0.019833125906013445,2
2021-01-29,735.5,734.2999877929688,727.15015,728.4311,731.22577,0.010696446950218808,2.6830121040577173,65.31422481372448,695.4000244140625,773.4000244140625,-0.0026549381584333254,-0.017054060519955155,3
2021-02-01,734.2999877929688,733.2999877929688,728.4311,731.22577,729.7439,0.010342062594696699,2.3685884597188935,58.4472380808603,695.4000244140625,773.4000244140625,-0.0032232896853065453,-0.021562980619232078,4
2021-02-02,733.2999877929688,732.2000122070312,731.22577,729.7439,729.70966,0.00999872051836416,1.9832821556065714,55.11258183272685,695.4000244140625,773.4000244140625,-0.006477983976974251,-0.0245314184492475,5
2021-02-03,732.2000122070312,732.2000122070312,735.9487,731.201,729.074,0.009670173636398972,1.5628458571810009,46.570848394711525,695.4000244140625,773.4000244140625,0.011099516193104106,0.0019599522214916905,1
2021-02-04,732.2000122070312,735.2000122070312,731.201,729.074,721.73065,0.009343958528924593,1.2090665547136705,54.91580115930078,695.4000244140625,773.4000244140625,-0.003499212095570062,-0.0047446163014563765,2
2021-02-05,735.2000122070312,738.5,729.074,721.73065,718.13873,0.00908848229919942,1.104309545786053,59.23256207176153,695.4000244140625,773.4000244140625,0.020264386695531118,0.018329375257908852,3
2021-02-08,738.5,735.0,721.73065,718.13873,718.3831,0.008856234221732593,1.1777539968837472,54.40141412621829,695.4000244140625,773.4000244140625,0.010932047306130873,0.03284667697582702,4
2021-02-09,735.0,734.2000122070312,718.13873,718.3831,718.04065,0.00865564016365518,0.9223979167716343,48.4210616487862,695.4000244140625,773.4000244140625,0.014705183351721931,0.054959018817618895,5
2021-02-10,734.2000122070312,724.5999755859375,725.93384,721.5626,724.1158,0.008370847089883839,0.6445483611951355,64.78880504099823,695.4000244140625,773.4000244140625,0.013831859146124684,0.057845470250245355,1
2021-02-11,724.5999755859375,725.7999877929688,721.5626,724.1158,729.62573,0.008821290296135764,-0.19590194998971722,58.105211759868425,695.4000244140625,773.4000244140625,0.000528153994474969,0.06211439171036102,2
2021-02-12,725.7999877929688,721.2999877929688,724.1158,729.62573,732.7828,0.008534435930474727,-0.6552413358127973,48.3117068414753,695.4000244140625,773.4000244140625,0.0038211104503456115,0.044792555522243364,3
2021-02-15,721.2999877929688,718.7999877929688,729.62573,732.7828,730.5015,0.008417625407052268,-1.2138964825764738,35.106381251836325,695.4000244140625,773.4000244140625,0.0,0.03343303840023268,4
2021-02-16,718.7999877929688,718.0999755859375,732.7828,730.5015,723.7707,0.008190640692195397,-1.675113155039322,32.58143369811633,695.4000244140625,773.2999877929688,0.012026289584637934,0.030668285967424096,5
2021-02-17,718.0999755859375,712.7000122070312,722.0011,722.6095,723.2256,0.007919632541081956,-1.932390601843891,21.367499074040268,695.4000244140625,768.2000122070312,-0.0031233976197787097,0.01334035541278491,1
2021-02-18,712.7000122070312,710.5,722.6095,723.2256,719.4328,0.007920576382595327,-2.343891578855015,19.841276248758703,695.4000244140625,768.2000122070312,0.02076827313014467,0.03405945615005395,2
2021-02-19,710.5,708.4000244140625,723.2256,719.4328,715.89075,0.007701310134200801,-2.620929704457075,19.329902988678597,695.4000244140625,768.2000122070312,0.043346586160945506,0.07574963265228313,3
2021-02-22,708.4000244140625,706.5,719.4328,715.89075,710.99945,0.007486742776536362,-2.786808591035747,18.79700973351018,695.4000244140625,761.4000244140625,0.015165591889079963,0.09218834891937815,4
